,date,title,url
0,2023-01-03 08:00:00,Meta Acquires Luxexcel in Quest to Develop AR Glasses - PYMNTS.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxQREZUd3VZX2ZrZVhheG02dFFyZVd3VlZOMHFuX3lmbldYMXlyVXBqWnNrQ0VyVTBjdTlEcVl6aXlZNEFJQUd1MzVGTnFnemJpN0NUWkJHSmxVOEtnTDdJRVNkcHhQSzdndGtTbmV0NDVNbFNjVjI2R3RqNnZIVjczc0o3Z3ZWRWxRdzBnWUNkNVczNEtrR0xHdkR3c2VLYUZKQzJZSlhTbw?oc=5
1,2023-01-03 08:00:00,Parkway Drive’s Winston McCall on shutting down the elitists: “I don’t deal with metal gatekeepers at all” - Louder,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOcWJPRkVzQkgyZ0NHZW10STB4TkZRQmo2S3J6WkRpQzY5WVBiZ1pYWXZ2NFVJd0dlN3hXQXBIZUVHYnhhVXBZVUJOMzJ3dndHdTFlVC1LdUpxcjh2cnZZWVlDY09VeFBxSW5pZ3dSek5ySFhBeEZ4aHlfcDBmVmttWnZSTVdwMm1Qc2xBU1Q0WlpyNTdfRmFTbDF6LURmRG5jZDRVN2dPNHdfbFg4V1ZiZDFGQkZhLWE5aDJtX0VSdmlxaEV1UFBZRDQ5Uk44M2NuUUxzbg?oc=5
2,2023-01-06 08:00:00,Meta Quest 2 Deal: Get an Elite Strap for Free - IGN,https://news.google.com/rss/articles/CBMif0FVX3lxTE9UT3VxWGpMVEo0ZlRIZlZEdWp5MTlsTnV2Y01MSFVWWFRTTnNXX2hnSE1oN3oxNVhkWUQteW4yX3g0WXdHRWpFakpzNFdoQl9TY2s2TVBDWkt2bW9VNjR2WU1KU0NoQ0d5SUFjYUlTYXg3VFlmTDg0VEhORmxCdUE?oc=5
3,2023-01-06 08:00:00,KKR takes over Meta’s large 30 Hudson Yards space - The Real Deal,https://news.google.com/rss/articles/CBMimAFBVV95cUxNelllQXMxUVNTZjVtVlRjOEZ4RFNScFpac2xsTC04VkRnMHg5cnN3Z3ZSNmF1MS1SVEFHakpfU04yQTRER3NBWmRPc1d2ZTZCQ0VLTVJjXzZZbk0ybE8tNTNIcUhtZzh1aFZOOUNtWUVpWE0zWE1qdXpQdlJfcWlUZE1WRDY4QWk5Y1YxSUMxVkp6cmE5MDlXRg?oc=5
4,2023-01-07 08:00:00,Meta Acquires Smart Eyeglass Maker for Prescription AR Glasses - All About Circuits,https://news.google.com/rss/articles/CBMirwFBVV95cUxNQU1WYnpfbUVTTmFSZFpOQnplLVVJM2dwdVNxVDJOZHMwbG9KQzZGV1JwMF9vVFhydHZxYWZnbWRNTkdHdkYzUVVkS2Z2OXFJNXF1TzRvVzR1WGdEalM0dmNkMGNnOXp2X3NyQmlVc2I0THhlY0JxZ2RGSGlIdXdFMUw5SnozSkt5N2tRVERiYm1DdnRUV3hwYWVZWnZPTjFHQkFaWEtSMzNxQ3dmTUdR?oc=5
5,2023-01-09 08:00:00,MetaMan Acquires drip project for 1 million US Dollars - Business Standard,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPT2VOTTVnYVQ5VkdvTEEwZnJkZWFiQ1Vnc204ZVM1cDczRlNrQlNINEd6Uk0zTWM4ODJXSGhLZTJsUVBieXJnVlNxTl91Vl8zaTVER1UxWjRwUVZMMEV3ODhueUtrczc3N2hrMndleENIX1VjQWJBRVdrMHhoc3JoSXB5SGNsTXBkMVFGWGlEZ1JQY05tZ3ZEQmNXVE1SQ3RlbWxYTU5zd0JKejlEOHlKTUFhVVhQLWJud0lNQ3dMa0VoY3lsM21BSDZEeTNVSHZ30gHWAUFVX3lxTE5YczRXZXNPX0h2T3o0THhhSFQyWnY3QVBoOV84Q0liQ3RIMVpEUkl6YTJ6ZktjelE5ZWY2UDNHMnU5dG5XNnZ5elNvalhaYmYwR20zUkV1QlNNLXR2WEtrOHlnSzBSekFxYkhaTnN1czJfQ2Y1V195YnBZcDgyQlYxanB6LUJBbmxNX05teEdpS3FTSmZLTVdlMzFNXzFNNmtlcS1WcDhwbjFseHk0cXVVNnNKZFVuS3VXNDhGZ2hZVk5XbFNxNnc5NlpMMy1KdjRQWnAzMUE?oc=5
6,2023-01-11 08:00:00,BP Strikes Corporate Solar PPA Deal For US Project With Meta - TaiyangNews,https://news.google.com/rss/articles/CBMimgFBVV95cUxOYnVrdGJlOE9kZkU1T1ViWmpzSnpLdDM3aXo3T1R1WTRhcDFOc19vM3QtMHJrSlhPWGU2bzB5QXVmREoxbzZKOTJ3VWJ3dDlPSnpVZ2VEZzNLTGxPZUUxVHk1b3ktcGZpQ2VSN2tsT2M4clFKZUh3SlBVcWFQSHdoZ3dULUNSX08yZkVIejQ5QnlaY0VlTGd1NzRB0gGnAUFVX3lxTE5ZRG83Wm9JcEc1QmdBWkVBdmoyWFh2dHhxWE9uMlhjVzA5Vmd3dzBfVFNsdS1oSnJtc1h0Q2ZOM09SczUwUU9XUVZMNXU5QTUxVTc4amY1NVNvNGp4cl9udkRMSF9MNzVCMTNKRWVGSVJLbWxwN0FwNzJpYjdpOE1BM29UTjNkMlBBcEZiMFd3Y1NXSHcyUGdBVG5kUEtjS004MU9yZGR3?oc=5
7,2023-01-12 08:00:00,Meta acquires optics startup to build better VR headsets - lowpass.cc,https://news.google.com/rss/articles/CBMif0FVX3lxTFB5ZWVqWUtva3FUVUhwOXRQa3RHTGlDa2pYSWFkSTRCOVAwQUE2NTAzd0dXQ1lrbnloLWExcm9UVTJ1c3NkTkNTTi1qWmd1dGYtVlBJejFCYjRvRDhmRVZyMDNBaU9kSF9FN2RzV0pjSWZpLUdRMW9jTHMyVkVtRjA?oc=5
8,2023-01-13 08:00:00,Meta: Metaverse: Facebook-parent Meta acquires optics startup Gary Sharp Innovations - The Times of India,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQUVNXaXYteWVqazdLNFB3MGZJRGxiakpydzhMeHgwa09LRktPYzh5Zk9uRm1wYjg1X21ndHAwOWxBektERTJjR2t1cGd4SXpCSlQxdnZyb1NvTERMQkpwbU03MGVHX0x0Wmt3WTZodHZCS3FIS1NFa3E1RmxJZDZ3Vy0yX0VzaG53ZUFUOXFXRmdNZmpLc3ZraXMySUh2WFhpSklkOXBXdzRfbGFlVVI0UE1wNXF1cVVqblVwRk5tY0R6Z1R1TjNLRG9mNzRWa3RJRDJHZUYwT2VvTUpKNFVNcDdkV1VUZw?oc=5
9,2023-01-13 08:00:00,Meta buys technology for better VR headsets - MIXED Reality News,https://news.google.com/rss/articles/CBMiekFVX3lxTE52M1RDc3ZPdFVqOU1xQ1B0YjRWTGpheEJwemNXNGRVWnBKdDNrRkMyZUkyLXo5N0FqdmxQNGJmeDk2bjU0ZnVEd3NTenlBMFNSM1NDcURsRE9oQV8wRDh0S1JXU3pNdHp2LTZrbXlJcWpWM2lCdkZCcUJn?oc=5
10,2023-01-17 08:00:00,Meta Acquires Optics Startup Gary Sharp Innovations - 80 Level,https://news.google.com/rss/articles/CBMif0FVX3lxTE9TcHZyYnVqSjU0d1RhT1V5UDhpczd1R1FGVkRQbWhiNnpadTBVRGhzMTRJYUVkRzVrUV9wUDhLRmVzM1hpZkxWRGVZS1FYaTNvLWJHNFE0T2pxTGRIdEVxdmNtZXQ2UDY1U19QbDVRZE84Z3JmdVcxYjhlMmEwTDQ?oc=5
11,2023-01-17 08:00:00,Latrobe upgrades magnesium distribution deal with Metal Exchange Corp - new.smallcaps.com.au,https://news.google.com/rss/articles/CBMingFBVV95cUxQOU45RHFTWWM1NjM4ZzZCY01laUs4djlOOXhnTFhwS2lPTlZ0dFNpdzRtYjdwUUZWOUdHZG5hWmNDeW9iTURZWUxvOHF6enM2dkxTVVh3WHhTQ3FqUWxScXplT2N0STJ5OHdRbktaQU9vR0hrQm9UMnpfNEJGRkF1RHRqN21MZGNNbjRFeUM4S29MV0ZpNGNQRUcwWnRadw?oc=5
