date,title,url,snippet
2023-03-21 07:00:00,Nvidia partners with Google Cloud to launch AI-focused hardware instances - TechCrunch,https://news.google.com/rss/articles/CBMirAFBVV95cUxQdlhETmRvMnRoaUZEeWJ0ek5JeU1qU0l0MldqNlV0S3J1MUx3cDgxZldKM005WkhDNmItVUtmYzEzSW4zQlRxcmtOdUNsMVBnTjM2Wm1uMVNILXZPNnVGeXhUaWJjNnFETkJDd2ZPZkRONWhFVVo5OFJSUlVVbmZGY2dWNkQyZ1JZdlY2U0NBVnhmWENnT1dDdFpUb0x1UFhER2Jlc2JLektxRkVX?oc=5,
2023-04-20 07:00:00,"CoreWeave, a GPU-focused cloud compute provider, lands $221M investment - TechCrunch",https://news.google.com/rss/articles/CBMipgFBVV95cUxQMlAtaVkteWpMbjYwSm9xRjhfS1M1ZENzeS1PLUVPR2pDSlJmU3NQbEhQR010MWdQZDRsR1YtbTYzenQ1WFZCVU84WFgyWVZXTjByVFVuYnZva2oxMzFibWJGWkV6Mld1X0gxSnBYSnBUMEx5U1FIampIUlpqNUhvZGpXNDFMX3diRVJNT3A1UWJCXzZWVkZ2TFNCU1NOMTNjOEt2U25n?oc=5,
2023-05-15 07:00:00,CHARM Therapeutics Receives Investment for Deep Learning-Enabled Drug Discovery Research from NVIDIA - Business Wire,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQUklndERVcEFHaHBYNXNta0tlQWRqM25qTjNKZ2UteVoxMFJhOWt4QUYwTHdZTURjekgwX0FfSlVmSEoxV1J2RGFlZTVKNl9YbkU4U0xjNXZXSHNnQ2RyTWkwalU5VWpabFozM3Y4eDRBT1hNLTF4Z2xCbzhBMnQ4cUtkYURjTW9YNHFUR3EwMDNweFpsU1RyamVWdU9lbWllaVpMcU4tRTFyUEFJRWhCdy15VEszU0lPZ0VIeVJ6cXlrN2ZWbjVjVmxRY2JuUS1YREF4YmZPMWQwR0tuLUVqOFdnVVM1OFU1enFOVGx3?oc=5,
2023-05-18 07:00:00,"Using AI to address Africa's challenges: Amini Corp, founded by former NVIDIA exec, raises $2M funding - Tech Funding News",https://news.google.com/rss/articles/CBMixAFBVV95cUxQNC1YaVc5WWJWOWNpM3NEU2l5cGlqa3NCaTB2WWlKTWU1dWdGMkhnUXh0cURCRTZhZUtRR1NrWFpzYnFZRWhoLUdzVnNyTjRDdmgybEVzelQxN0lfOHVXbmtkMW9SWEJhbGlPcmNXNkZFampQZkNjUVlJZ2djR1dZSnRxVURkVVNJRkJpLUVJWDZFa2ZHVjFrS2dlVF9nUkxUVXZGRjVOZktGdU91VXdCR1VPeTRZS19LU2lvVTVlOV8zSXJ0?oc=5,
2023-05-23 07:00:00,"Nvidia’s AI, Metaverse Investments Keep Business Humming After Crypto Mining Demand Withers - Forbes",https://news.google.com/rss/articles/CBMi3gFBVV95cUxNckxKcE5VUktDS2YzUDBWaUN2MFpRcnYwYllaLXdTWnhZTTRleWxsMTE1Nkc5Mm9BN3BaVmpjTWxtWGUxejF3RDRQNVFUaUJXZklYb1BwVFZ6THJVVGJrRm1ndUtuMElxV3BUc0FyRzcxak55MnlVUkQ1WjZabXBBTVRRZFo3VXlrbnBueGFhenRtZXRUQzJLMWQ2WTZ0WTVINXh5TGNxM043cEJIa2Q4ZnMzTE5TUG1zeVJ5cWVjeDllcFV3LXdNaUVSaFlpYk9xRlRzNVctMGRVbDg1Q1E?oc=5,
2023-05-25 07:00:00,Cathie Wood's ARK Invest Sold Nvidia Stake Just Before $585 Billion Rally - markets.businessinsider.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxPZ2RqdWNHT0V5RVIxVDJFcGV1ZEg1MXFVM2lqNnlUUElUcExFcERpVi1Iai0wdnZJV0MxNF9lM2s0WjZvZGhfWEJrNzJpSWZtcVZCeEcta0Q3blZraFNmek1PdE5qLUVJaXBXUVRIaWRqREZRU2pYaWV2M2J2OW90Z1NFd2tDQXdaN3laeGo1YzUwTDhBZXJoUmMyWlBPTW4zNkJhVDhmelEyWE52QVZOQw?oc=5,
2023-06-02 07:00:00,Microsoft signs multi-billion dollar deal with GPU cloud provider CoreWeave to meet AI needs - Data Center Dynamics,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNbEdXa1NUUWN5LXhuOHpRNXpVR2NpUmhLZl9VS0xXd1JyazVsenBuWHdpVU1WOHU1QXVOQjZxdTN1V2JOR0ZQTmJqWUxmZW15RzN2Nkx4MHRlb3JkVzIxNlp6WTJ6cXg2dE5hWDlsNWdvRjNYdVluMGpkLXN5UlV6XzhkNGpLS0tKRmNYYjhmTGdQSTlYSXI2VlFVNHZoYTJpQi1MN3FYUlBGWENXcGNCdGotcFh3LUJhSjFJMVhIRFg1NTFKbF9LUERqYmNldW1yU1E?oc=5,
2023-06-08 07:00:00,Nvidia invests in Google-linked generative A.I. startup Cohere - CNBC,https://news.google.com/rss/articles/CBMingFBVV95cUxONDNMS0ZlaHRRSmhheVFnZGNBRjNSTnk0b042RGtpbVY5MUFpVVZ2SjZQOFlQYk1QcVdYTU51T01tM2pSS0JJaG5uRGFjMzF2T3Axa3FXTkViUVF6ejRNakhYU2NjZVJTd1FHTFVPSlVoaFBVQjdlQ2tMTXlQQmVNN3dSYnR4NEUwbm9QUWU1dlVlYUROS1MtdHl4N0NmUdIBowFBVV95cUxOcXloLTJQeDVDWlZaXzhxSUFIeU1oVkF3dHdJelVLSnc3Y0I4ZG13TXhEZm83VlNlSWNRLTI5SzJoaGl4MTlpaWNBdTBFYnZpNXhVN2t4SVZOaXRTVTBwVnBIekx1dzlVWFZISkpYZHdjcEVkUnJDa2lTa1dDVXZVa29YMVFLSS0wZ2xuUGp4dTFORnhtRFdLNkdmdWxWcE5lQ3U0?oc=5,
2023-06-08 07:00:00,"AI startup Cohere raises funds from Nvidia, valued at $2.2 billion - Reuters",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPZ1lDOXlXU2ZiWXhkOHhnWFBBcjVzenVXc2lfVlNLQ0lIMXB0SGNmR2lOOGNFNEdYeHg2ZlQ2TVVtdlpvYjd6TF8zb3lsRjlPS0ZZWXduREEzR0xIRXh3cVN0VnJiWXRLTnBSdGd5TlJkU1dhSHhjRG00bmtTaEszZDVJdFZxOW5RbDJuWW83U2d0aHR4STdZMGxFX0dTRDJBUWRNX1loRDh3Ync?oc=5,
2023-06-08 07:00:00,"AI Firm Cohere Raises $270 Million With Oracle, Nvidia Backing - Bloomberg.com",https://news.google.com/rss/articles/CBMivAFBVV95cUxPQUlpRW5sUE00VkcxTm52aXpBVGlIWEVsMHdoSXhoQWc3dnVUTWdrYzg2eU1fQ1d2QnZVck84eXU2UVdlVm9SdVc2TnNhLUdjUmx5MUNHRDNQdUlEQkwzRFFHLVZGV25TTEVOVGt4bUVNX1B4TU1TZmRDZFhVSWJtYW5YbFA2cWVpenBwcGI2eVRUdTctOWxOeU5rS1k0MzdXUllBZHhxalVGdGNiTDV3cDZlNTdXUGIyZTBtSw?oc=5,
